,external_id,name,is_string,is_step,description,metadata
1234,KLPFOW693:status,KLPFOW693 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1235,KLPFOW693:planned_status,KLPFOW693 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1236,KLPFOC927:count,KLPFOC927 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Kuala Lumpur', 'src': 'opcua', 'cycle_time': 3.0}"
1237,KLPFOC927:good,KLPFOC927 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1238,KLPFOC927:status,KLPFOC927 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1239,KLPFOC927:planned_status,KLPFOC927 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1240,KLPFUCD474:count,KLPFUCD474 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Kuala Lumpur', 'src': 'opcua', 'cycle_time': 3.0}"
1241,KLPFUCD474:good,KLPFUCD474 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1242,KLPFUCD474:status,KLPFUCD474 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1243,KLPFUCD474:planned_status,KLPFUCD474 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1244,KLPFUSD585:count,KLPFUSD585 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Kuala Lumpur', 'src': 'opcua', 'cycle_time': 3.0}"
1245,KLPFUSD585:good,KLPFUSD585 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1246,KLPFUSD585:status,KLPFUSD585 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1247,KLPFUSD585:planned_status,KLPFUSD585 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1248,KLPFUCS463:count,KLPFUCS463 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Kuala Lumpur', 'src': 'opcua', 'cycle_time': 3.0}"
1249,KLPFUCS463:good,KLPFUCS463 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1250,KLPFUCS463:status,KLPFUCS463 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1251,KLPFUCS463:planned_status,KLPFUCS463 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1252,KLPFUFV485:count,KLPFUFV485 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Kuala Lumpur', 'src': 'opcua', 'cycle_time': 3.0}"
1253,KLPFUFV485:good,KLPFUFV485 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1254,KLPFUFV485:status,KLPFUFV485 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1255,KLPFUFV485:planned_status,KLPFUFV485 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1256,KLPFUWT265:count,KLPFUWT265 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Kuala Lumpur', 'src': 'opcua', 'cycle_time': 3.0}"
1257,KLPFUWT265:good,KLPFUWT265 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1258,KLPFUWT265:status,KLPFUWT265 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1259,KLPFUWT265:planned_status,KLPFUWT265 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1260,KLPFUDT109:count,KLPFUDT109 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Kuala Lumpur', 'src': 'opcua', 'cycle_time': 3.0}"
1261,KLPFUDT109:good,KLPFUDT109 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1262,KLPFUDT109:status,KLPFUDT109 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1263,KLPFUDT109:planned_status,KLPFUDT109 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1264,KLPFULD988:count,KLPFULD988 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Kuala Lumpur', 'src': 'opcua', 'cycle_time': 3.0}"
1265,KLPFULD988:good,KLPFULD988 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1266,KLPFULD988:status,KLPFULD988 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1267,KLPFULD988:planned_status,KLPFULD988 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1268,KLPFUC370:count,KLPFUC370 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Kuala Lumpur', 'src': 'opcua', 'cycle_time': 3.0}"
1269,KLPFUC370:good,KLPFUC370 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1270,KLPFUC370:status,KLPFUC370 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1271,KLPFUC370:planned_status,KLPFUC370 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1272,KLPFUC534:count,KLPFUC534 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Kuala Lumpur', 'src': 'opcua', 'cycle_time': 3.0}"
1273,KLPFUC534:good,KLPFUC534 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1274,KLPFUC534:status,KLPFUC534 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1275,KLPFUC534:planned_status,KLPFUC534 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1276,KLPFUTS185:count,KLPFUTS185 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Kuala Lumpur', 'src': 'opcua', 'cycle_time': 3.0}"
1277,KLPFUTS185:good,KLPFUTS185 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1278,KLPFUTS185:status,KLPFUTS185 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1279,KLPFUTS185:planned_status,KLPFUTS185 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1280,KLPFUW693:count,KLPFUW693 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Kuala Lumpur', 'src': 'opcua', 'cycle_time': 3.0}"
1281,KLPFUW693:good,KLPFUW693 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1282,KLPFUW693:status,KLPFUW693 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1283,KLPFUW693:planned_status,KLPFUW693 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1284,KLPFUC927:count,KLPFUC927 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Kuala Lumpur', 'src': 'opcua', 'cycle_time': 3.0}"
1285,KLPFUC927:good,KLPFUC927 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1286,KLPFUC927:status,KLPFUC927 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1287,KLPFUC927:planned_status,KLPFUC927 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1288,KTTE981:count,KTTE981 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Kuala Lumpur', 'src': 'opcua', 'cycle_time': 3.0}"
1289,KTTE981:good,KTTE981 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1290,KTTE981:status,KTTE981 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1291,KTTE981:planned_status,KTTE981 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1292,KLPEGHT947:count,KLPEGHT947 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Kuala Lumpur', 'src': 'opcua', 'cycle_time': 3.0}"
1293,KLPEGHT947:good,KLPEGHT947 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1294,KLPEGHT947:status,KLPEGHT947 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1295,KLPEGHT947:planned_status,KLPEGHT947 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1296,KLPEGW729:count,KLPEGW729 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Kuala Lumpur', 'src': 'opcua', 'cycle_time': 3.0}"
1297,KLPEGW729:good,KLPEGW729 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1298,KLPEGW729:status,KLPEGW729 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1299,KLPEGW729:planned_status,KLPEGW729 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1300,KLPEGC386:count,KLPEGC386 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Kuala Lumpur', 'src': 'opcua', 'cycle_time': 3.0}"
1301,KLPEGC386:good,KLPEGC386 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1302,KLPEGC386:status,KLPEGC386 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1303,KLPEGC386:planned_status,KLPEGC386 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1304,KTTE981:count,KTTE981 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Kuala Lumpur', 'src': 'opcua', 'cycle_time': 3.0}"
1305,KTTE981:good,KTTE981 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1306,KTTE981:status,KTTE981 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1307,KTTE981:planned_status,KTTE981 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1308,KLPEOHT947:count,KLPEOHT947 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Kuala Lumpur', 'src': 'opcua', 'cycle_time': 3.0}"
1309,KLPEOHT947:good,KLPEOHT947 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1310,KLPEOHT947:status,KLPEOHT947 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1311,KLPEOHT947:planned_status,KLPEOHT947 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1312,KLPEOW729:count,KLPEOW729 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Kuala Lumpur', 'src': 'opcua', 'cycle_time': 3.0}"
1313,KLPEOW729:good,KLPEOW729 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1314,KLPEOW729:status,KLPEOW729 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1315,KLPEOW729:planned_status,KLPEOW729 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1316,KLPEOC386:count,KLPEOC386 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Kuala Lumpur', 'src': 'opcua', 'cycle_time': 3.0}"
1317,KLPEOC386:good,KLPEOC386 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1318,KLPEOC386:status,KLPEOC386 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1319,KLPEOC386:planned_status,KLPEOC386 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1320,KTTE981:count,KTTE981 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Kuala Lumpur', 'src': 'opcua', 'cycle_time': 3.0}"
1321,KTTE981:good,KTTE981 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1322,KTTE981:status,KTTE981 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1323,KTTE981:planned_status,KTTE981 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1324,KLPEUHT947:count,KLPEUHT947 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Kuala Lumpur', 'src': 'opcua', 'cycle_time': 3.0}"
1325,KLPEUHT947:good,KLPEUHT947 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1326,KLPEUHT947:status,KLPEUHT947 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1327,KLPEUHT947:planned_status,KLPEUHT947 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1328,KLPEUW729:count,KLPEUW729 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Kuala Lumpur', 'src': 'opcua', 'cycle_time': 3.0}"
1329,KLPEUW729:good,KLPEUW729 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1330,KLPEUW729:status,KLPEUW729 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1331,KLPEUW729:planned_status,KLPEUW729 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1332,KLPEUC386:count,KLPEUC386 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Kuala Lumpur', 'src': 'opcua', 'cycle_time': 3.0}"
1333,KLPEUC386:good,KLPEUC386 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1334,KLPEUC386:status,KLPEUC386 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1335,KLPEUC386:planned_status,KLPEUC386 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1336,KLPMGVF765:count,KLPMGVF765 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Kuala Lumpur', 'src': 'opcua', 'cycle_time': 3.0}"
1337,KLPMGVF765:good,KLPMGVF765 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1338,KLPMGVF765:status,KLPMGVF765 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1339,KLPMGVF765:planned_status,KLPMGVF765 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1340,KLPMGSI664:count,KLPMGSI664 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Kuala Lumpur', 'src': 'opcua', 'cycle_time': 3.0}"
1341,KLPMGSI664:good,KLPMGSI664 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1342,KLPMGSI664:status,KLPMGSI664 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1343,KLPMGSI664:planned_status,KLPMGSI664 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1344,KLPMGBT115:count,KLPMGBT115 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Kuala Lumpur', 'src': 'opcua', 'cycle_time': 3.0}"
1345,KLPMGBT115:good,KLPMGBT115 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1346,KLPMGBT115:status,KLPMGBT115 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1347,KLPMGBT115:planned_status,KLPMGBT115 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1348,KLPMGBFS561:count,KLPMGBFS561 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Kuala Lumpur', 'src': 'opcua', 'cycle_time': 3.0}"
1349,KLPMGBFS561:good,KLPMGBFS561 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1350,KLPMGBFS561:status,KLPMGBFS561 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1351,KLPMGBFS561:planned_status,KLPMGBFS561 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1352,KLPMGDS552:count,KLPMGDS552 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Kuala Lumpur', 'src': 'opcua', 'cycle_time': 3.0}"
1353,KLPMGDS552:good,KLPMGDS552 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1354,KLPMGDS552:status,KLPMGDS552 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1355,KLPMGDS552:planned_status,KLPMGDS552 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1356,KLPMGE012:count,KLPMGE012 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Kuala Lumpur', 'src': 'opcua', 'cycle_time': 3.0}"
1357,KLPMGE012:good,KLPMGE012 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1358,KLPMGE012:status,KLPMGE012 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1359,KLPMGE012:planned_status,KLPMGE012 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1360,KLPMGC079:count,KLPMGC079 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Kuala Lumpur', 'src': 'opcua', 'cycle_time': 3.0}"
1361,KLPMGC079:good,KLPMGC079 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1362,KLPMGC079:status,KLPMGC079 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1363,KLPMGC079:planned_status,KLPMGC079 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1364,KLPMGD584:count,KLPMGD584 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Kuala Lumpur', 'src': 'opcua', 'cycle_time': 3.0}"
1365,KLPMGD584:good,KLPMGD584 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1366,KLPMGD584:status,KLPMGD584 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1367,KLPMGD584:planned_status,KLPMGD584 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1368,KLPMGW541:count,KLPMGW541 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Kuala Lumpur', 'src': 'opcua', 'cycle_time': 3.0}"
1369,KLPMGW541:good,KLPMGW541 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1370,KLPMGW541:status,KLPMGW541 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1371,KLPMGW541:planned_status,KLPMGW541 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1372,KLPMGC561:count,KLPMGC561 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Kuala Lumpur', 'src': 'opcua', 'cycle_time': 3.0}"
1373,KLPMGC561:good,KLPMGC561 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1374,KLPMGC561:status,KLPMGC561 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1375,KLPMGC561:planned_status,KLPMGC561 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Kuala Lumpur', 'src': 'opcua'}"
1376,KLPMOVF765:count,KLPMOVF765 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Kuala Lumpur', 'src': 'opcua', 'cycle_time': 3.0}"
